id_no,level,area,system:time_start
L1_RET_090811,1,AfNE,1249948800000
L1_RET_090812,1,AfNE,1250035200000
L1_RET_090813,1,AfNE,1250121600000
L1_RET_090814,1,AfNE,1250208000000
L1_RET_090815,1,AfNE,1250294400000
L1_RET_090816,1,AfNE,1250380800000
L1_RET_090817,1,AfNE,1250467200000
L1_RET_090818,1,AfNE,1250553600000
L1_RET_090819,1,AfNE,1250640000000
L1_RET_090820,1,AfNE,1250726400000
L1_RET_090821,1,AfNE,1250812800000
L1_RET_090822,1,AfNE,1250899200000
L1_RET_090823,1,AfNE,1250985600000
L1_RET_090824,1,AfNE,1251072000000
L1_RET_090825,1,AfNE,1251158400000
L1_RET_090826,1,AfNE,1251244800000
L1_RET_090827,1,AfNE,1251331200000
L1_RET_090828,1,AfNE,1251417600000
L1_RET_090829,1,AfNE,1251504000000
L1_RET_090830,1,AfNE,1251590400000
L1_RET_090831,1,AfNE,1251676800000
L1_RET_090901,1,AfNE,1251763200000
L1_RET_090902,1,AfNE,1251849600000
L1_RET_090903,1,AfNE,1251936000000
L1_RET_090904,1,AfNE,1252022400000
L1_RET_090905,1,AfNE,1252108800000
L1_RET_090906,1,AfNE,1252195200000
L1_RET_090907,1,AfNE,1252281600000
L1_RET_090908,1,AfNE,1252368000000
L1_RET_090909,1,AfNE,1252454400000
L1_RET_090910,1,AfNE,1252540800000
L1_RET_090911,1,AfNE,1252627200000
L1_RET_090912,1,AfNE,1252713600000
L1_RET_090913,1,AfNE,1252800000000
L1_RET_090914,1,AfNE,1252886400000
L1_RET_090915,1,AfNE,1252972800000
L1_RET_090916,1,AfNE,1253059200000
L1_RET_090917,1,AfNE,1253145600000
L1_RET_090918,1,AfNE,1253232000000
L1_RET_090919,1,AfNE,1253318400000
L1_RET_090920,1,AfNE,1253404800000
L1_RET_090921,1,AfNE,1253491200000
L1_RET_090922,1,AfNE,1253577600000
L1_RET_090923,1,AfNE,1253664000000
L1_RET_090924,1,AfNE,1253750400000
L1_RET_090925,1,AfNE,1253836800000
L1_RET_090926,1,AfNE,1253923200000
L1_RET_090927,1,AfNE,1254009600000
L1_RET_090928,1,AfNE,1254096000000
L1_RET_090929,1,AfNE,1254182400000
L1_RET_090930,1,AfNE,1254268800000
L1_RET_091001,1,AfNE,1254355200000
L1_RET_091002,1,AfNE,1254441600000
L1_RET_091003,1,AfNE,1254528000000
L1_RET_091004,1,AfNE,1254614400000
L1_RET_091005,1,AfNE,1254700800000
L1_RET_091006,1,AfNE,1254787200000
L1_RET_091007,1,AfNE,1254873600000
L1_RET_091008,1,AfNE,1254960000000
L1_RET_091009,1,AfNE,1255046400000
L1_RET_091010,1,AfNE,1255132800000
L1_RET_091011,1,AfNE,1255219200000
L1_RET_091012,1,AfNE,1255305600000
L1_RET_091013,1,AfNE,1255392000000
L1_RET_091014,1,AfNE,1255478400000
L1_RET_091015,1,AfNE,1255564800000
L1_RET_091016,1,AfNE,1255651200000
L1_RET_091017,1,AfNE,1255737600000
L1_RET_091018,1,AfNE,1255824000000
L1_RET_091019,1,AfNE,1255910400000
L1_RET_091020,1,AfNE,1255996800000
L1_RET_091021,1,AfNE,1256083200000
L1_RET_091022,1,AfNE,1256169600000
L1_RET_091023,1,AfNE,1256256000000
L1_RET_091024,1,AfNE,1256342400000
L1_RET_091025,1,AfNE,1256428800000
L1_RET_091026,1,AfNE,1256515200000
L1_RET_091027,1,AfNE,1256601600000
L1_RET_091028,1,AfNE,1256688000000
L1_RET_091029,1,AfNE,1256774400000
L1_RET_091030,1,AfNE,1256860800000
L1_RET_091031,1,AfNE,1256947200000
L1_RET_091101,1,AfNE,1257033600000
L1_RET_091102,1,AfNE,1257120000000
L1_RET_091103,1,AfNE,1257206400000
L1_RET_091104,1,AfNE,1257292800000
L1_RET_091105,1,AfNE,1257379200000
L1_RET_091106,1,AfNE,1257465600000
L1_RET_091107,1,AfNE,1257552000000
L1_RET_091108,1,AfNE,1257638400000
L1_RET_091109,1,AfNE,1257724800000
L1_RET_091110,1,AfNE,1257811200000
L1_RET_091111,1,AfNE,1257897600000
L1_RET_091112,1,AfNE,1257984000000
L1_RET_091113,1,AfNE,1258070400000
L1_RET_091114,1,AfNE,1258156800000
L1_RET_091115,1,AfNE,1258243200000
L1_RET_091116,1,AfNE,1258329600000
L1_RET_091117,1,AfNE,1258416000000
L1_RET_091118,1,AfNE,1258502400000
L1_RET_091119,1,AfNE,1258588800000
L1_RET_091120,1,AfNE,1258675200000
L1_RET_091121,1,AfNE,1258761600000
L1_RET_091122,1,AfNE,1258848000000
L1_RET_091123,1,AfNE,1258934400000
L1_RET_091124,1,AfNE,1259020800000
L1_RET_091125,1,AfNE,1259107200000
L1_RET_091126,1,AfNE,1259193600000
L1_RET_091127,1,AfNE,1259280000000
L1_RET_091128,1,AfNE,1259366400000
L1_RET_091129,1,AfNE,1259452800000
L1_RET_091130,1,AfNE,1259539200000
L1_RET_091201,1,AfNE,1259625600000
L1_RET_091202,1,AfNE,1259712000000
L1_RET_091203,1,AfNE,1259798400000
L1_RET_091204,1,AfNE,1259884800000
L1_RET_091205,1,AfNE,1259971200000
L1_RET_091206,1,AfNE,1260057600000
L1_RET_091207,1,AfNE,1260144000000
L1_RET_091208,1,AfNE,1260230400000
L1_RET_091209,1,AfNE,1260316800000
L1_RET_091210,1,AfNE,1260403200000
L1_RET_091211,1,AfNE,1260489600000
L1_RET_091212,1,AfNE,1260576000000
L1_RET_091213,1,AfNE,1260662400000
L1_RET_091214,1,AfNE,1260748800000
L1_RET_091215,1,AfNE,1260835200000
L1_RET_091216,1,AfNE,1260921600000
L1_RET_091217,1,AfNE,1261008000000
L1_RET_091218,1,AfNE,1261094400000
L1_RET_091219,1,AfNE,1261180800000
L1_RET_091220,1,AfNE,1261267200000
L1_RET_091221,1,AfNE,1261353600000
L1_RET_091222,1,AfNE,1261440000000
L1_RET_091223,1,AfNE,1261526400000
L1_RET_091224,1,AfNE,1261612800000
L1_RET_091225,1,AfNE,1261699200000
L1_RET_091226,1,AfNE,1261785600000
L1_RET_091227,1,AfNE,1261872000000
L1_RET_091228,1,AfNE,1261958400000
L1_RET_091229,1,AfNE,1262044800000
L1_RET_091230,1,AfNE,1262131200000
L1_RET_091231,1,AfNE,1262217600000
L1_RET_100101,1,AfNE,1262304000000
L1_RET_100102,1,AfNE,1262390400000
L1_RET_100103,1,AfNE,1262476800000
L1_RET_100104,1,AfNE,1262563200000
L1_RET_100105,1,AfNE,1262649600000
L1_RET_100106,1,AfNE,1262736000000
L1_RET_100107,1,AfNE,1262822400000
L1_RET_100108,1,AfNE,1262908800000
L1_RET_100109,1,AfNE,1262995200000
L1_RET_100110,1,AfNE,1263081600000
L1_RET_100111,1,AfNE,1263168000000
L1_RET_100112,1,AfNE,1263254400000
L1_RET_100113,1,AfNE,1263340800000
L1_RET_100114,1,AfNE,1263427200000
L1_RET_100115,1,AfNE,1263513600000
L1_RET_100116,1,AfNE,1263600000000
L1_RET_100117,1,AfNE,1263686400000
L1_RET_100118,1,AfNE,1263772800000
L1_RET_100119,1,AfNE,1263859200000
L1_RET_100120,1,AfNE,1263945600000
L1_RET_100121,1,AfNE,1264032000000
L1_RET_100122,1,AfNE,1264118400000
L1_RET_100123,1,AfNE,1264204800000
L1_RET_100124,1,AfNE,1264291200000
L1_RET_100125,1,AfNE,1264377600000
L1_RET_100126,1,AfNE,1264464000000
L1_RET_100127,1,AfNE,1264550400000
L1_RET_100128,1,AfNE,1264636800000
L1_RET_100129,1,AfNE,1264723200000
L1_RET_100130,1,AfNE,1264809600000
L1_RET_100131,1,AfNE,1264896000000
L1_RET_100201,1,AfNE,1264982400000
L1_RET_100202,1,AfNE,1265068800000
L1_RET_100203,1,AfNE,1265155200000
L1_RET_100204,1,AfNE,1265241600000
L1_RET_100205,1,AfNE,1265328000000
L1_RET_100206,1,AfNE,1265414400000
L1_RET_100207,1,AfNE,1265500800000
L1_RET_100208,1,AfNE,1265587200000
L1_RET_100209,1,AfNE,1265673600000
L1_RET_100210,1,AfNE,1265760000000
L1_RET_100211,1,AfNE,1265846400000
L1_RET_100212,1,AfNE,1265932800000
L1_RET_100213,1,AfNE,1266019200000
L1_RET_100214,1,AfNE,1266105600000
L1_RET_100215,1,AfNE,1266192000000
L1_RET_100216,1,AfNE,1266278400000
L1_RET_100217,1,AfNE,1266364800000
L1_RET_100218,1,AfNE,1266451200000
L1_RET_100219,1,AfNE,1266537600000
L1_RET_100220,1,AfNE,1266624000000
L1_RET_100221,1,AfNE,1266710400000
L1_RET_100222,1,AfNE,1266796800000
L1_RET_100223,1,AfNE,1266883200000
L1_RET_100224,1,AfNE,1266969600000
L1_RET_100225,1,AfNE,1267056000000
L1_RET_100226,1,AfNE,1267142400000
L1_RET_100227,1,AfNE,1267228800000
L1_RET_100228,1,AfNE,1267315200000
L1_RET_100301,1,AfNE,1267401600000
L1_RET_100302,1,AfNE,1267488000000
L1_RET_100303,1,AfNE,1267574400000
L1_RET_100304,1,AfNE,1267660800000
L1_RET_100305,1,AfNE,1267747200000
L1_RET_100306,1,AfNE,1267833600000
L1_RET_100307,1,AfNE,1267920000000
L1_RET_100308,1,AfNE,1268006400000
L1_RET_100309,1,AfNE,1268092800000
L1_RET_100310,1,AfNE,1268179200000
L1_RET_100311,1,AfNE,1268265600000
L1_RET_100312,1,AfNE,1268352000000
L1_RET_100313,1,AfNE,1268438400000
L1_RET_100314,1,AfNE,1268524800000
L1_RET_100315,1,AfNE,1268611200000
L1_RET_100316,1,AfNE,1268697600000
L1_RET_100317,1,AfNE,1268784000000
L1_RET_100318,1,AfNE,1268870400000
L1_RET_100319,1,AfNE,1268956800000
L1_RET_100320,1,AfNE,1269043200000
L1_RET_100321,1,AfNE,1269129600000
L1_RET_100322,1,AfNE,1269216000000
L1_RET_100323,1,AfNE,1269302400000
L1_RET_100324,1,AfNE,1269388800000
L1_RET_100325,1,AfNE,1269475200000
L1_RET_100326,1,AfNE,1269561600000
L1_RET_100327,1,AfNE,1269648000000
L1_RET_100328,1,AfNE,1269734400000
L1_RET_100329,1,AfNE,1269820800000
L1_RET_100330,1,AfNE,1269907200000
L1_RET_100331,1,AfNE,1269993600000
L1_RET_100401,1,AfNE,1270080000000
L1_RET_100402,1,AfNE,1270166400000
L1_RET_100403,1,AfNE,1270252800000
L1_RET_100404,1,AfNE,1270339200000
L1_RET_100405,1,AfNE,1270425600000
L1_RET_100406,1,AfNE,1270512000000
L1_RET_100407,1,AfNE,1270598400000
L1_RET_100408,1,AfNE,1270684800000
L1_RET_100409,1,AfNE,1270771200000
L1_RET_100410,1,AfNE,1270857600000
L1_RET_100411,1,AfNE,1270944000000
L1_RET_100412,1,AfNE,1271030400000
L1_RET_100413,1,AfNE,1271116800000
L1_RET_100414,1,AfNE,1271203200000
L1_RET_100415,1,AfNE,1271289600000
L1_RET_100416,1,AfNE,1271376000000
L1_RET_100417,1,AfNE,1271462400000
L1_RET_100418,1,AfNE,1271548800000
L1_RET_100419,1,AfNE,1271635200000
L1_RET_100420,1,AfNE,1271721600000
L1_RET_100421,1,AfNE,1271808000000
L1_RET_100422,1,AfNE,1271894400000
L1_RET_100423,1,AfNE,1271980800000
L1_RET_100424,1,AfNE,1272067200000
L1_RET_100425,1,AfNE,1272153600000
L1_RET_100426,1,AfNE,1272240000000
L1_RET_100427,1,AfNE,1272326400000
L1_RET_100428,1,AfNE,1272412800000
L1_RET_100429,1,AfNE,1272499200000
L1_RET_100430,1,AfNE,1272585600000
L1_RET_100501,1,AfNE,1272672000000
L1_RET_100502,1,AfNE,1272758400000
L1_RET_100503,1,AfNE,1272844800000
L1_RET_100504,1,AfNE,1272931200000
L1_RET_100505,1,AfNE,1273017600000
L1_RET_100506,1,AfNE,1273104000000
L1_RET_100507,1,AfNE,1273190400000
L1_RET_100508,1,AfNE,1273276800000
L1_RET_100509,1,AfNE,1273363200000
L1_RET_100510,1,AfNE,1273449600000
L1_RET_100511,1,AfNE,1273536000000
L1_RET_100512,1,AfNE,1273622400000
L1_RET_100513,1,AfNE,1273708800000
L1_RET_100514,1,AfNE,1273795200000
L1_RET_100515,1,AfNE,1273881600000
L1_RET_100516,1,AfNE,1273968000000
L1_RET_100517,1,AfNE,1274054400000
L1_RET_100518,1,AfNE,1274140800000
L1_RET_100519,1,AfNE,1274227200000
L1_RET_100520,1,AfNE,1274313600000
L1_RET_100521,1,AfNE,1274400000000
L1_RET_100522,1,AfNE,1274486400000
L1_RET_100523,1,AfNE,1274572800000
L1_RET_100524,1,AfNE,1274659200000
L1_RET_100525,1,AfNE,1274745600000
L1_RET_100526,1,AfNE,1274832000000
L1_RET_100527,1,AfNE,1274918400000
L1_RET_100528,1,AfNE,1275004800000
L1_RET_100529,1,AfNE,1275091200000
L1_RET_100530,1,AfNE,1275177600000
L1_RET_100531,1,AfNE,1275264000000
L1_RET_100601,1,AfNE,1275350400000
L1_RET_100602,1,AfNE,1275436800000
L1_RET_100603,1,AfNE,1275523200000
L1_RET_100604,1,AfNE,1275609600000
L1_RET_100605,1,AfNE,1275696000000
L1_RET_100606,1,AfNE,1275782400000
L1_RET_100607,1,AfNE,1275868800000
L1_RET_100608,1,AfNE,1275955200000
L1_RET_100609,1,AfNE,1276041600000
L1_RET_100610,1,AfNE,1276128000000
L1_RET_100611,1,AfNE,1276214400000
L1_RET_100612,1,AfNE,1276300800000
L1_RET_100613,1,AfNE,1276387200000
L1_RET_100614,1,AfNE,1276473600000
L1_RET_100615,1,AfNE,1276560000000
L1_RET_100616,1,AfNE,1276646400000
L1_RET_100617,1,AfNE,1276732800000
L1_RET_100618,1,AfNE,1276819200000
L1_RET_100619,1,AfNE,1276905600000
L1_RET_100620,1,AfNE,1276992000000
L1_RET_100621,1,AfNE,1277078400000
L1_RET_100622,1,AfNE,1277164800000
L1_RET_100623,1,AfNE,1277251200000
L1_RET_100624,1,AfNE,1277337600000
L1_RET_100625,1,AfNE,1277424000000
L1_RET_100626,1,AfNE,1277510400000
L1_RET_100627,1,AfNE,1277596800000
L1_RET_100628,1,AfNE,1277683200000
L1_RET_100629,1,AfNE,1277769600000
L1_RET_100630,1,AfNE,1277856000000
L1_RET_100701,1,AfNE,1277942400000
L1_RET_100702,1,AfNE,1278028800000
L1_RET_100703,1,AfNE,1278115200000
L1_RET_100704,1,AfNE,1278201600000
L1_RET_100705,1,AfNE,1278288000000
L1_RET_100706,1,AfNE,1278374400000
L1_RET_100707,1,AfNE,1278460800000
L1_RET_100708,1,AfNE,1278547200000
L1_RET_100709,1,AfNE,1278633600000
L1_RET_100710,1,AfNE,1278720000000
L1_RET_100711,1,AfNE,1278806400000
L1_RET_100712,1,AfNE,1278892800000
L1_RET_100713,1,AfNE,1278979200000
L1_RET_100714,1,AfNE,1279065600000
L1_RET_100715,1,AfNE,1279152000000
L1_RET_100716,1,AfNE,1279238400000
L1_RET_100717,1,AfNE,1279324800000
L1_RET_100718,1,AfNE,1279411200000
L1_RET_100719,1,AfNE,1279497600000
L1_RET_100720,1,AfNE,1279584000000
L1_RET_100721,1,AfNE,1279670400000
L1_RET_100722,1,AfNE,1279756800000
L1_RET_100723,1,AfNE,1279843200000
L1_RET_100724,1,AfNE,1279929600000
L1_RET_100725,1,AfNE,1280016000000
L1_RET_100726,1,AfNE,1280102400000
L1_RET_100727,1,AfNE,1280188800000
L1_RET_100728,1,AfNE,1280275200000
L1_RET_100729,1,AfNE,1280361600000
L1_RET_100730,1,AfNE,1280448000000
L1_RET_100731,1,AfNE,1280534400000
L1_RET_100801,1,AfNE,1280620800000
L1_RET_100802,1,AfNE,1280707200000
L1_RET_100803,1,AfNE,1280793600000
L1_RET_100804,1,AfNE,1280880000000
L1_RET_100805,1,AfNE,1280966400000
L1_RET_100806,1,AfNE,1281052800000
L1_RET_100807,1,AfNE,1281139200000
L1_RET_100808,1,AfNE,1281225600000
L1_RET_100809,1,AfNE,1281312000000
L1_RET_100810,1,AfNE,1281398400000
L1_RET_100811,1,AfNE,1281484800000
L1_RET_100812,1,AfNE,1281571200000
L1_RET_100813,1,AfNE,1281657600000
L1_RET_100814,1,AfNE,1281744000000
L1_RET_100815,1,AfNE,1281830400000
L1_RET_100816,1,AfNE,1281916800000
L1_RET_100817,1,AfNE,1282003200000
L1_RET_100818,1,AfNE,1282089600000
L1_RET_100819,1,AfNE,1282176000000
L1_RET_100820,1,AfNE,1282262400000
L1_RET_100821,1,AfNE,1282348800000
L1_RET_100822,1,AfNE,1282435200000
L1_RET_100823,1,AfNE,1282521600000
L1_RET_100824,1,AfNE,1282608000000
L1_RET_100825,1,AfNE,1282694400000
L1_RET_100826,1,AfNE,1282780800000
L1_RET_100827,1,AfNE,1282867200000
L1_RET_100828,1,AfNE,1282953600000
L1_RET_100829,1,AfNE,1283040000000
L1_RET_100830,1,AfNE,1283126400000
L1_RET_100831,1,AfNE,1283212800000
L1_RET_100901,1,AfNE,1283299200000
L1_RET_100902,1,AfNE,1283385600000
L1_RET_100903,1,AfNE,1283472000000
L1_RET_100904,1,AfNE,1283558400000
L1_RET_100905,1,AfNE,1283644800000
L1_RET_100906,1,AfNE,1283731200000
L1_RET_100907,1,AfNE,1283817600000
L1_RET_100908,1,AfNE,1283904000000
L1_RET_100909,1,AfNE,1283990400000
L1_RET_100910,1,AfNE,1284076800000
L1_RET_100911,1,AfNE,1284163200000
L1_RET_100912,1,AfNE,1284249600000
L1_RET_100913,1,AfNE,1284336000000
L1_RET_100914,1,AfNE,1284422400000
L1_RET_100915,1,AfNE,1284508800000
L1_RET_100916,1,AfNE,1284595200000
L1_RET_100917,1,AfNE,1284681600000
L1_RET_100918,1,AfNE,1284768000000
L1_RET_100919,1,AfNE,1284854400000
L1_RET_100920,1,AfNE,1284940800000
L1_RET_100921,1,AfNE,1285027200000
L1_RET_100922,1,AfNE,1285113600000
L1_RET_100923,1,AfNE,1285200000000
L1_RET_100924,1,AfNE,1285286400000
L1_RET_100925,1,AfNE,1285372800000
L1_RET_100926,1,AfNE,1285459200000
L1_RET_100927,1,AfNE,1285545600000
L1_RET_100928,1,AfNE,1285632000000
L1_RET_100929,1,AfNE,1285718400000
L1_RET_100930,1,AfNE,1285804800000
L1_RET_101001,1,AfNE,1285891200000
L1_RET_101002,1,AfNE,1285977600000
L1_RET_101003,1,AfNE,1286064000000
L1_RET_101004,1,AfNE,1286150400000
L1_RET_101005,1,AfNE,1286236800000
L1_RET_101006,1,AfNE,1286323200000
L1_RET_101007,1,AfNE,1286409600000
L1_RET_101008,1,AfNE,1286496000000
L1_RET_101009,1,AfNE,1286582400000
L1_RET_101010,1,AfNE,1286668800000
L1_RET_101011,1,AfNE,1286755200000
L1_RET_101012,1,AfNE,1286841600000
L1_RET_101013,1,AfNE,1286928000000
L1_RET_101014,1,AfNE,1287014400000
L1_RET_101015,1,AfNE,1287100800000
L1_RET_101016,1,AfNE,1287187200000
L1_RET_101017,1,AfNE,1287273600000
L1_RET_101018,1,AfNE,1287360000000
L1_RET_101019,1,AfNE,1287446400000
L1_RET_101020,1,AfNE,1287532800000
L1_RET_101021,1,AfNE,1287619200000
L1_RET_101022,1,AfNE,1287705600000
L1_RET_101023,1,AfNE,1287792000000
L1_RET_101024,1,AfNE,1287878400000
L1_RET_101025,1,AfNE,1287964800000
L1_RET_101026,1,AfNE,1288051200000
L1_RET_101027,1,AfNE,1288137600000
L1_RET_101028,1,AfNE,1288224000000
L1_RET_101029,1,AfNE,1288310400000
L1_RET_101030,1,AfNE,1288396800000
L1_RET_101031,1,AfNE,1288483200000
L1_RET_101101,1,AfNE,1288569600000
L1_RET_101102,1,AfNE,1288656000000
L1_RET_101103,1,AfNE,1288742400000
L1_RET_101104,1,AfNE,1288828800000
L1_RET_101105,1,AfNE,1288915200000
L1_RET_101106,1,AfNE,1289001600000
L1_RET_101107,1,AfNE,1289088000000
L1_RET_101108,1,AfNE,1289174400000
L1_RET_101109,1,AfNE,1289260800000
L1_RET_101110,1,AfNE,1289347200000
L1_RET_101111,1,AfNE,1289433600000
L1_RET_101112,1,AfNE,1289520000000
L1_RET_101113,1,AfNE,1289606400000
L1_RET_101114,1,AfNE,1289692800000
L1_RET_101115,1,AfNE,1289779200000
L1_RET_101116,1,AfNE,1289865600000
L1_RET_101117,1,AfNE,1289952000000
L1_RET_101118,1,AfNE,1290038400000
L1_RET_101119,1,AfNE,1290124800000
L1_RET_101120,1,AfNE,1290211200000
L1_RET_101121,1,AfNE,1290297600000
L1_RET_101122,1,AfNE,1290384000000
L1_RET_101123,1,AfNE,1290470400000
L1_RET_101124,1,AfNE,1290556800000
L1_RET_101125,1,AfNE,1290643200000
L1_RET_101126,1,AfNE,1290729600000
L1_RET_101127,1,AfNE,1290816000000
L1_RET_101128,1,AfNE,1290902400000
L1_RET_101129,1,AfNE,1290988800000
L1_RET_101130,1,AfNE,1291075200000
L1_RET_101201,1,AfNE,1291161600000
L1_RET_101202,1,AfNE,1291248000000
L1_RET_101203,1,AfNE,1291334400000
L1_RET_101204,1,AfNE,1291420800000
L1_RET_101205,1,AfNE,1291507200000
L1_RET_101206,1,AfNE,1291593600000
L1_RET_101207,1,AfNE,1291680000000
L1_RET_101208,1,AfNE,1291766400000
L1_RET_101209,1,AfNE,1291852800000
L1_RET_101210,1,AfNE,1291939200000
L1_RET_101211,1,AfNE,1292025600000
L1_RET_101212,1,AfNE,1292112000000
L1_RET_101213,1,AfNE,1292198400000
L1_RET_101214,1,AfNE,1292284800000
L1_RET_101215,1,AfNE,1292371200000
L1_RET_101216,1,AfNE,1292457600000
L1_RET_101217,1,AfNE,1292544000000
L1_RET_101218,1,AfNE,1292630400000
L1_RET_101219,1,AfNE,1292716800000
L1_RET_101220,1,AfNE,1292803200000
L1_RET_101221,1,AfNE,1292889600000
L1_RET_101222,1,AfNE,1292976000000
L1_RET_101223,1,AfNE,1293062400000
L1_RET_101224,1,AfNE,1293148800000
L1_RET_101225,1,AfNE,1293235200000
L1_RET_101226,1,AfNE,1293321600000
